500,55.0,40.0,5.0,0.2,4.9,10.0,100.0
0,772.55035,402.76535,0.0,55.0,40.0,10.0,1.0,false
1,635.9752,389.5935,0.0,55.0,40.0,10.0,1.0,false
2,1578.8309,425.6157,0.0,55.0,40.0,10.0,1.0,false
3,675.2298,402.59375,0.0,55.0,40.0,10.0,1.0,false
4,263.05786,727.8722,0.0,55.0,40.0,10.0,1.0,false
5,1152.6584,900.5779,0.0,55.0,40.0,10.0,1.0,false
6,580.24445,601.8917,0.0,55.0,40.0,10.0,1.0,true
7,1340.3864,353.7184,0.0,55.0,40.0,10.0,1.0,true
8,688.74225,775.51404,0.0,55.0,40.0,10.0,1.0,true
9,541.2396,572.243,0.0,55.0,40.0,10.0,1.0,false
10,1559.1974,521.86414,0.0,55.0,40.0,10.0,1.0,true
11,920.1777,804.47375,0.0,55.0,40.0,10.0,1.0,false
12,1489.2406,896.5136,0.0,55.0,40.0,10.0,1.0,false
13,1428.6407,440.209,0.0,55.0,40.0,10.0,1.0,false
14,395.97827,334.509,0.0,55.0,40.0,10.0,1.0,false
15,415.188,498.32095,0.0,55.0,40.0,10.0,1.0,false
16,1475.2314,580.5456,0.0,55.0,40.0,10.0,1.0,true
17,847.5268,827.8155,0.0,55.0,40.0,10.0,1.0,false
18,1082.3192,920.461,0.0,55.0,40.0,10.0,1.0,false
19,359.10385,723.9368,0.0,55.0,40.0,10.0,1.0,true
20,1244.9669,516.5079,0.0,55.0,40.0,10.0,1.0,false
21,795.11597,237.39201,0.0,55.0,40.0,10.0,1.0,false
22,1328.9937,494.814,0.0,55.0,40.0,10.0,1.0,false
23,984.5159,155.5351,0.0,55.0,40.0,10.0,1.0,true
24,1465.7781,939.8638,0.0,55.0,40.0,10.0,1.0,true
25,1083.9023,203.17543,0.0,55.0,40.0,10.0,1.0,false
26,1356.3263,835.7916,0.0,55.0,40.0,10.0,1.0,false
27,411.78427,286.72897,0.0,55.0,40.0,10.0,1.0,false
28,720.33075,1005.14667,0.0,55.0,40.0,10.0,1.0,true
29,894.2366,761.1348,0.0,55.0,40.0,10.0,1.0,true
30,1221.254,625.6723,0.0,55.0,40.0,10.0,1.0,false
31,1070.6611,165.27678,0.0,55.0,40.0,10.0,1.0,false
32,1075.1383,244.1035,0.0,55.0,40.0,10.0,1.0,true
33,1246.4343,585.6095,0.0,55.0,40.0,10.0,1.0,false
34,861.0586,1002.9707,0.0,55.0,40.0,10.0,1.0,true
35,782.0327,353.1268,0.0,55.0,40.0,10.0,1.0,false
36,321.4722,657.7042,0.0,55.0,40.0,10.0,1.0,false
37,899.4101,384.89343,0.0,55.0,40.0,10.0,1.0,true
38,660.6218,354.71136,0.0,55.0,40.0,10.0,1.0,false
39,772.6872,867.3294,0.0,55.0,40.0,10.0,1.0,false
40,1584.7054,640.5906,0.0,55.0,40.0,10.0,1.0,true
41,1341.6401,648.1069,0.0,55.0,40.0,10.0,1.0,true
42,740.9964,895.12836,0.0,55.0,40.0,10.0,1.0,false
43,785.6399,913.5964,0.0,55.0,40.0,10.0,1.0,false
44,402.81314,417.49158,0.0,55.0,40.0,10.0,1.0,false
45,640.5516,434.37662,0.0,55.0,40.0,10.0,1.0,false
46,395.64005,546.27545,0.0,55.0,40.0,10.0,1.0,false
47,1062.774,587.1632,0.0,55.0,40.0,10.0,1.0,false
48,1511.518,409.36407,0.0,55.0,40.0,10.0,1.0,false
49,515.2077,421.81573,0.0,55.0,40.0,10.0,1.0,false
50,1418.5961,315.9684,0.0,55.0,40.0,10.0,1.0,true
51,842.91705,305.74564,0.0,55.0,40.0,10.0,1.0,false
52,480.5843,976.0873,0.0,55.0,40.0,10.0,1.0,false
53,1489.6296,496.43182,0.0,55.0,40.0,10.0,1.0,false
54,676.20667,287.40268,0.0,55.0,40.0,10.0,1.0,false
55,313.4089,566.88544,0.0,55.0,40.0,10.0,1.0,false
56,1509.1765,933.88934,0.0,55.0,40.0,10.0,1.0,true
57,246.0829,681.10297,0.0,55.0,40.0,10.0,1.0,true
58,800.82336,278.5973,0.0,55.0,40.0,10.0,1.0,false
59,833.72687,175.86588,0.0,55.0,40.0,10.0,1.0,false
60,1583.7367,593.0626,0.0,55.0,40.0,10.0,1.0,true
61,1203.0486,505.66388,0.0,55.0,40.0,10.0,1.0,false
62,1176.5359,628.0459,0.0,55.0,40.0,10.0,1.0,false
63,1178.8962,551.65643,0.0,55.0,40.0,10.0,1.0,false
64,1232.0499,423.8792,0.0,55.0,40.0,10.0,1.0,true
65,838.48413,734.14856,0.0,55.0,40.0,10.0,1.0,true
66,1387.2345,671.57666,0.0,55.0,40.0,10.0,1.0,true
67,709.35486,923.02515,0.0,55.0,40.0,10.0,1.0,false
68,1034.4111,255.2804,0.0,55.0,40.0,10.0,1.0,false
69,473.13443,233.2759,0.0,55.0,40.0,10.0,1.0,true
70,243.53401,766.50507,0.0,55.0,40.0,10.0,1.0,true
71,571.9362,214.35222,0.0,55.0,40.0,10.0,1.0,false
72,1283.1921,732.5361,0.0,55.0,40.0,10.0,1.0,false
73,353.41223,340.24472,0.0,55.0,40.0,10.0,1.0,true
74,633.55743,957.581,0.0,55.0,40.0,10.0,1.0,true
75,425.433,623.7557,0.0,55.0,40.0,10.0,1.0,false
76,1547.437,753.53864,0.0,55.0,40.0,10.0,1.0,true
77,650.0192,511.68533,0.0,55.0,40.0,10.0,1.0,false
78,529.4811,372.87827,0.0,55.0,40.0,10.0,1.0,false
79,545.6587,179.26874,0.0,55.0,40.0,10.0,1.0,true
80,593.36694,319.93015,0.0,55.0,40.0,10.0,1.0,false
81,284.71567,691.7674,0.0,55.0,40.0,10.0,1.0,false
82,799.0432,153.98222,0.0,55.0,40.0,10.0,1.0,false
83,641.6117,177.80562,0.0,55.0,40.0,10.0,1.0,false
84,608.39886,138.85486,0.0,55.0,40.0,10.0,1.0,true
85,802.359,113.15945,0.0,55.0,40.0,10.0,1.0,true
86,1135.7775,628.4909,0.0,55.0,40.0,10.0,1.0,false
87,1234.7124,131.9949,0.0,55.0,40.0,10.0,1.0,true
88,1351.887,886.3817,0.0,55.0,40.0,10.0,1.0,false
89,500.01505,263.7181,0.0,55.0,40.0,10.0,1.0,false
90,1232.474,814.91296,0.0,55.0,40.0,10.0,1.0,true
91,658.16364,249.1435,0.0,55.0,40.0,10.0,1.0,true
92,831.75366,693.2809,0.0,55.0,40.0,10.0,1.0,true
93,418.42612,370.06497,0.0,55.0,40.0,10.0,1.0,false
94,1146.84,860.59436,0.0,55.0,40.0,10.0,1.0,true
95,456.0646,482.58636,0.0,55.0,40.0,10.0,1.0,false
96,1092.7124,556.0288,0.0,55.0,40.0,10.0,1.0,false
97,878.94464,802.54663,0.0,55.0,40.0,10.0,1.0,false
98,1551.7885,390.25748,0.0,55.0,40.0,10.0,1.0,false
99,1147.8004,819.4966,0.0,55.0,40.0,10.0,1.0,true
100,332.09348,448.71295,0.0,55.0,40.0,10.0,1.0,true
101,993.0678,944.9458,0.0,55.0,40.0,10.0,1.0,false
102,759.27856,441.11163,0.0,55.0,40.0,10.0,1.0,false
103,605.0256,986.65533,0.0,55.0,40.0,10.0,1.0,true
104,984.6832,985.43164,0.0,55.0,40.0,10.0,1.0,true
105,1512.2659,779.30255,0.0,55.0,40.0,10.0,1.0,true
106,287.50534,772.23755,0.0,55.0,40.0,10.0,1.0,true
107,391.89636,646.4176,0.0,55.0,40.0,10.0,1.0,false
108,945.6274,957.9524,0.0,55.0,40.0,10.0,1.0,true
109,1271.008,547.12115,0.0,55.0,40.0,10.0,1.0,false
110,1330.9592,574.1737,0.0,55.0,40.0,10.0,1.0,false
111,1060.4015,124.24408,0.0,55.0,40.0,10.0,1.0,true
112,668.2971,849.72766,0.0,55.0,40.0,10.0,1.0,false
113,589.3605,940.10223,0.0,55.0,40.0,10.0,1.0,false
114,520.30054,983.2667,0.0,55.0,40.0,10.0,1.0,false
115,325.73044,697.7665,0.0,55.0,40.0,10.0,1.0,false
116,1409.3351,483.52475,0.0,55.0,40.0,10.0,1.0,false
117,846.5515,776.282,0.0,55.0,40.0,10.0,1.0,true
118,975.66473,876.7055,0.0,55.0,40.0,10.0,1.0,false
119,799.9976,439.18005,0.0,55.0,40.0,10.0,1.0,true
120,1187.8467,829.071,0.0,55.0,40.0,10.0,1.0,true
121,1268.7041,398.65363,0.0,55.0,40.0,10.0,1.0,true
122,653.9319,552.8363,0.0,55.0,40.0,10.0,1.0,true
123,1621.9108,403.34836,0.0,55.0,40.0,10.0,1.0,true
124,1278.3375,820.4703,0.0,55.0,40.0,10.0,1.0,true
125,608.70215,529.4831,0.0,55.0,40.0,10.0,1.0,false
126,1240.1195,474.36057,0.0,55.0,40.0,10.0,1.0,true
127,1468.6715,424.27457,0.0,55.0,40.0,10.0,1.0,false
128,369.1274,298.94144,0.0,55.0,40.0,10.0,1.0,false
129,731.9006,796.33923,0.0,55.0,40.0,10.0,1.0,false
130,1040.1057,774.94525,0.0,55.0,40.0,10.0,1.0,false
131,540.46106,615.4235,0.0,55.0,40.0,10.0,1.0,true
132,1114.9585,665.922,0.0,55.0,40.0,10.0,1.0,false
133,806.45886,842.3634,0.0,55.0,40.0,10.0,1.0,false
134,830.02246,351.26172,0.0,55.0,40.0,10.0,1.0,false
135,1116.8588,180.13206,0.0,55.0,40.0,10.0,1.0,false
136,1326.0514,804.1456,0.0,55.0,40.0,10.0,1.0,true
137,1399.6595,530.13995,0.0,55.0,40.0,10.0,1.0,false
138,500.42444,465.77365,0.0,55.0,40.0,10.0,1.0,false
139,925.2283,881.4877,0.0,55.0,40.0,10.0,1.0,false
140,1268.6937,619.02814,0.0,55.0,40.0,10.0,1.0,false
141,874.5191,201.59914,0.0,55.0,40.0,10.0,1.0,false
142,1044.2914,707.99774,0.0,55.0,40.0,10.0,1.0,false
143,1442.3483,556.7316,0.0,55.0,40.0,10.0,1.0,false
144,1000.41516,276.56485,0.0,55.0,40.0,10.0,1.0,false
145,1125.8905,974.08405,0.0,55.0,40.0,10.0,1.0,true
146,1448.0146,901.91644,0.0,55.0,40.0,10.0,1.0,false
147,897.7592,972.5382,0.0,55.0,40.0,10.0,1.0,true
148,835.1823,914.27466,0.0,55.0,40.0,10.0,1.0,false
149,463.4694,644.7046,0.0,55.0,40.0,10.0,1.0,true
150,1155.1271,586.8212,0.0,55.0,40.0,10.0,1.0,false
151,444.46765,993.7037,0.0,55.0,40.0,10.0,1.0,true
152,1157.0127,665.36743,0.0,55.0,40.0,10.0,1.0,false
153,556.2308,909.3053,0.0,55.0,40.0,10.0,1.0,false
154,581.9033,560.97864,0.0,55.0,40.0,10.0,1.0,false
155,366.57053,217.60306,0.0,55.0,40.0,10.0,1.0,true
156,313.31024,412.19022,0.0,55.0,40.0,10.0,1.0,true
157,1122.9681,931.734,0.0,55.0,40.0,10.0,1.0,false
158,489.16986,1018.1151,0.0,55.0,40.0,10.0,1.0,true
159,265.18695,806.1134,0.0,55.0,40.0,10.0,1.0,true
160,1540.0465,438.21317,0.0,55.0,40.0,10.0,1.0,false
161,1403.2242,624.5919,0.0,55.0,40.0,10.0,1.0,true
162,1179.3722,698.58405,0.0,55.0,40.0,10.0,1.0,false
163,792.0376,194.9001,0.0,55.0,40.0,10.0,1.0,false
164,379.7735,462.1273,0.0,55.0,40.0,10.0,1.0,false
165,1009.23773,903.87286,0.0,55.0,40.0,10.0,1.0,false
166,1449.2688,819.74756,0.0,55.0,40.0,10.0,1.0,false
167,1091.1633,629.33136,0.0,55.0,40.0,10.0,1.0,false
168,345.70926,537.50745,0.0,55.0,40.0,10.0,1.0,false
169,1032.2098,974.3649,0.0,55.0,40.0,10.0,1.0,true
170,1162.6415,514.89197,0.0,55.0,40.0,10.0,1.0,false
171,1432.7998,652.4032,0.0,55.0,40.0,10.0,1.0,false
172,734.0665,504.94275,0.0,55.0,40.0,10.0,1.0,true
173,755.2713,942.59625,0.0,55.0,40.0,10.0,1.0,false
174,878.2816,159.39677,0.0,55.0,40.0,10.0,1.0,true
175,574.37976,284.112,0.0,55.0,40.0,10.0,1.0,false
176,658.28534,805.438,0.0,55.0,40.0,10.0,1.0,true
177,1072.6648,855.9964,0.0,55.0,40.0,10.0,1.0,true
178,1627.5487,358.41724,0.0,55.0,40.0,10.0,1.0,true
179,1581.5149,729.0163,0.0,55.0,40.0,10.0,1.0,true
180,1230.161,173.55136,0.0,55.0,40.0,10.0,1.0,true
181,689.3935,121.5914,0.0,55.0,40.0,10.0,1.0,true
182,593.02893,890.1834,0.0,55.0,40.0,10.0,1.0,false
183,450.87415,196.1948,0.0,55.0,40.0,10.0,1.0,true
184,765.8527,306.1064,0.0,55.0,40.0,10.0,1.0,false
185,596.452,246.07516,0.0,55.0,40.0,10.0,1.0,true
186,1350.8965,689.5085,0.0,55.0,40.0,10.0,1.0,true
187,1489.2202,813.1291,0.0,55.0,40.0,10.0,1.0,true
188,1621.7966,656.9808,0.0,55.0,40.0,10.0,1.0,true
189,722.24475,752.8267,0.0,55.0,40.0,10.0,1.0,true
190,758.3309,732.2142,0.0,55.0,40.0,10.0,1.0,true
191,203.87502,757.6432,0.0,55.0,40.0,10.0,1.0,true
192,993.7523,702.8559,0.0,55.0,40.0,10.0,1.0,false
193,528.5506,494.90485,0.0,55.0,40.0,10.0,1.0,false
194,1309.0663,420.3013,0.0,55.0,40.0,10.0,1.0,false
195,944.0515,154.95007,0.0,55.0,40.0,10.0,1.0,true
196,838.93085,261.7405,0.0,55.0,40.0,10.0,1.0,false
197,1308.2866,692.65845,0.0,55.0,40.0,10.0,1.0,true
198,1469.9937,859.4495,0.0,55.0,40.0,10.0,1.0,false
199,875.63635,718.71814,0.0,55.0,40.0,10.0,1.0,true
200,584.27246,844.8754,0.0,55.0,40.0,10.0,1.0,true
201,1155.5103,206.76419,0.0,55.0,40.0,10.0,1.0,true
202,435.85544,323.4541,0.0,55.0,40.0,10.0,1.0,false
203,1409.0217,579.12085,0.0,55.0,40.0,10.0,1.0,false
204,355.55475,625.1401,0.0,55.0,40.0,10.0,1.0,false
205,681.6629,167.29283,0.0,55.0,40.0,10.0,1.0,false
206,835.61194,220.65677,0.0,55.0,40.0,10.0,1.0,false
207,554.75555,412.5757,0.0,55.0,40.0,10.0,1.0,false
208,1243.3219,659.3248,0.0,55.0,40.0,10.0,1.0,false
209,1199.3461,662.4323,0.0,55.0,40.0,10.0,1.0,false
210,239.38544,633.6721,0.0,55.0,40.0,10.0,1.0,true
211,1080.7119,960.7256,0.0,55.0,40.0,10.0,1.0,true
212,1010.68225,805.63715,0.0,55.0,40.0,10.0,1.0,false
213,1443.1956,392.8111,0.0,55.0,40.0,10.0,1.0,false
214,1599.3627,327.61383,0.0,55.0,40.0,10.0,1.0,true
215,403.53195,1008.828,0.0,55.0,40.0,10.0,1.0,true
216,804.3321,318.9142,0.0,55.0,40.0,10.0,1.0,false
217,1378.5579,369.4507,0.0,55.0,40.0,10.0,1.0,false
218,307.68185,522.4642,0.0,55.0,40.0,10.0,1.0,true
219,1562.1704,345.19135,0.0,55.0,40.0,10.0,1.0,false
220,959.40204,251.72795,0.0,55.0,40.0,10.0,1.0,false
221,735.4908,843.7473,0.0,55.0,40.0,10.0,1.0,false
222,1417.7191,358.35104,0.0,55.0,40.0,10.0,1.0,false
223,916.595,225.99821,0.0,55.0,40.0,10.0,1.0,false
224,1518.3804,528.9436,0.0,55.0,40.0,10.0,1.0,true
225,771.40405,480.97098,0.0,55.0,40.0,10.0,1.0,true
226,712.8058,198.08388,0.0,55.0,40.0,10.0,1.0,false
227,770.069,818.5399,0.0,55.0,40.0,10.0,1.0,false
228,1050.3236,635.86896,0.0,55.0,40.0,10.0,1.0,false
229,1532.4121,311.91833,0.0,55.0,40.0,10.0,1.0,false
230,894.35583,845.2086,0.0,55.0,40.0,10.0,1.0,false
231,280.6707,643.1101,0.0,55.0,40.0,10.0,1.0,false
232,1084.6019,780.745,0.0,55.0,40.0,10.0,1.0,false
233,451.392,279.47906,0.0,55.0,40.0,10.0,1.0,false
234,487.7517,388.10165,0.0,55.0,40.0,10.0,1.0,false
235,514.8909,900.98193,0.0,55.0,40.0,10.0,1.0,true
236,1154.1361,159.50002,0.0,55.0,40.0,10.0,1.0,false
237,867.80707,672.1062,0.0,55.0,40.0,10.0,1.0,true
238,849.25275,869.1814,0.0,55.0,40.0,10.0,1.0,false
239,445.52228,401.76996,0.0,55.0,40.0,10.0,1.0,false
240,616.987,480.49545,0.0,55.0,40.0,10.0,1.0,false
241,692.8056,326.323,0.0,55.0,40.0,10.0,1.0,false
242,1040.7156,206.1299,0.0,55.0,40.0,10.0,1.0,false
243,557.3688,528.3002,0.0,55.0,40.0,10.0,1.0,false
244,1354.0314,927.1658,0.0,55.0,40.0,10.0,1.0,true
245,932.32043,655.5609,0.0,55.0,40.0,10.0,1.0,true
246,967.6623,734.7002,0.0,55.0,40.0,10.0,1.0,false
247,1574.386,295.36276,0.0,55.0,40.0,10.0,1.0,false
248,1113.6046,745.1634,0.0,55.0,40.0,10.0,1.0,false
249,223.95099,718.8491,0.0,55.0,40.0,10.0,1.0,true
250,754.2833,174.73637,0.0,55.0,40.0,10.0,1.0,false
251,522.9332,220.49452,0.0,55.0,40.0,10.0,1.0,true
252,1458.3802,302.90323,0.0,55.0,40.0,10.0,1.0,true
253,1132.6599,545.2255,0.0,55.0,40.0,10.0,1.0,false
254,1021.5721,855.88367,0.0,55.0,40.0,10.0,1.0,false
255,326.0016,305.92743,0.0,55.0,40.0,10.0,1.0,true
256,1512.7041,651.55707,0.0,55.0,40.0,10.0,1.0,false
257,1512.4359,850.6325,0.0,55.0,40.0,10.0,1.0,true
258,1547.1355,567.0493,0.0,55.0,40.0,10.0,1.0,true
259,1022.63007,670.0994,0.0,55.0,40.0,10.0,1.0,false
260,1053.7358,891.26935,0.0,55.0,40.0,10.0,1.0,false
261,441.5305,531.9355,0.0,55.0,40.0,10.0,1.0,false
262,1025.2803,602.6598,0.0,55.0,40.0,10.0,1.0,false
263,1138.0931,701.6724,0.0,55.0,40.0,10.0,1.0,false
264,1443.8488,606.951,0.0,55.0,40.0,10.0,1.0,false
265,570.6347,364.82074,0.0,55.0,40.0,10.0,1.0,false
266,747.6245,220.85306,0.0,55.0,40.0,10.0,1.0,false
267,1201.2809,456.37576,0.0,55.0,40.0,10.0,1.0,true
268,1484.0375,378.7291,0.0,55.0,40.0,10.0,1.0,false
269,962.2924,294.3519,0.0,55.0,40.0,10.0,1.0,false
270,1094.0344,707.30115,0.0,55.0,40.0,10.0,1.0,false
271,1399.5754,904.4571,0.0,55.0,40.0,10.0,1.0,true
272,985.3336,590.32764,0.0,55.0,40.0,10.0,1.0,true
273,915.3434,185.88278,0.0,55.0,40.0,10.0,1.0,true
274,1154.098,741.65326,0.0,55.0,40.0,10.0,1.0,false
275,625.1543,281.91412,0.0,55.0,40.0,10.0,1.0,true
276,1461.8,770.08746,0.0,55.0,40.0,10.0,1.0,false
277,907.01874,687.3484,0.0,55.0,40.0,10.0,1.0,false
278,337.92776,490.99774,0.0,55.0,40.0,10.0,1.0,false
279,1477.3699,630.13477,0.0,55.0,40.0,10.0,1.0,false
280,1425.9999,739.28894,0.0,55.0,40.0,10.0,1.0,false
281,920.25946,268.87405,0.0,55.0,40.0,10.0,1.0,false
282,1302.8456,133.0776,0.0,55.0,40.0,10.0,1.0,true
283,356.50797,577.6152,0.0,55.0,40.0,10.0,1.0,false
284,728.2541,106.44274,0.0,55.0,40.0,10.0,1.0,true
285,590.70337,447.2655,0.0,55.0,40.0,10.0,1.0,false
286,1027.8264,158.34158,0.0,55.0,40.0,10.0,1.0,false
287,724.1694,411.2509,0.0,55.0,40.0,10.0,1.0,false
288,881.6739,288.54724,0.0,55.0,40.0,10.0,1.0,false
289,1352.8784,402.88898,0.0,55.0,40.0,10.0,1.0,false
290,505.37323,340.7792,0.0,55.0,40.0,10.0,1.0,false
291,1379.8003,329.33627,0.0,55.0,40.0,10.0,1.0,true
292,961.25385,916.1842,0.0,55.0,40.0,10.0,1.0,false
293,1576.6877,473.9057,0.0,55.0,40.0,10.0,1.0,true
294,296.06427,479.39606,0.0,55.0,40.0,10.0,1.0,true
295,1468.5153,678.4593,0.0,55.0,40.0,10.0,1.0,false
296,675.6468,983.0492,0.0,55.0,40.0,10.0,1.0,true
297,877.1399,339.15335,0.0,55.0,40.0,10.0,1.0,false
298,919.8118,729.58466,0.0,55.0,40.0,10.0,1.0,false
299,397.63315,694.3277,0.0,55.0,40.0,10.0,1.0,true
300,1288.5507,584.0657,0.0,55.0,40.0,10.0,1.0,false
301,1199.4442,591.6042,0.0,55.0,40.0,10.0,1.0,false
302,576.54987,489.82462,0.0,55.0,40.0,10.0,1.0,false
303,963.23987,336.30276,0.0,55.0,40.0,10.0,1.0,true
304,736.2357,333.24506,0.0,55.0,40.0,10.0,1.0,false
305,1547.3461,618.3419,0.0,55.0,40.0,10.0,1.0,false
306,1310.512,538.2613,0.0,55.0,40.0,10.0,1.0,false
307,479.18646,308.94202,0.0,55.0,40.0,10.0,1.0,false
308,1428.1094,866.61694,0.0,55.0,40.0,10.0,1.0,false
309,1282.0472,499.65936,0.0,55.0,40.0,10.0,1.0,true
310,1164.6497,947.07135,0.0,55.0,40.0,10.0,1.0,true
311,550.1135,329.41458,0.0,55.0,40.0,10.0,1.0,false
312,1534.0493,485.46558,0.0,55.0,40.0,10.0,1.0,false
313,349.14786,261.56982,0.0,55.0,40.0,10.0,1.0,true
314,620.9082,577.2002,0.0,55.0,40.0,10.0,1.0,true
315,1367.3157,606.0686,0.0,55.0,40.0,10.0,1.0,true
316,1042.6698,933.5815,0.0,55.0,40.0,10.0,1.0,false
317,1052.5643,817.40717,0.0,55.0,40.0,10.0,1.0,false
318,1337.7959,111.90379,0.0,55.0,40.0,10.0,1.0,true
319,1099.3004,819.3805,0.0,55.0,40.0,10.0,1.0,true
320,1586.597,686.6259,0.0,55.0,40.0,10.0,1.0,true
321,526.8781,296.52594,0.0,55.0,40.0,10.0,1.0,false
322,378.37363,378.5423,0.0,55.0,40.0,10.0,1.0,false
323,1193.3241,138.1775,0.0,55.0,40.0,10.0,1.0,true
324,926.01245,353.32968,0.0,55.0,40.0,10.0,1.0,true
325,1315.4827,854.7144,0.0,55.0,40.0,10.0,1.0,false
326,503.6514,587.91473,0.0,55.0,40.0,10.0,1.0,false
327,794.07776,713.11005,0.0,55.0,40.0,10.0,1.0,true
328,548.64154,252.50392,0.0,55.0,40.0,10.0,1.0,false
329,565.55176,980.1211,0.0,55.0,40.0,10.0,1.0,true
330,1267.5201,157.48503,0.0,55.0,40.0,10.0,1.0,true
331,1222.9908,550.9692,0.0,55.0,40.0,10.0,1.0,false
332,703.8702,873.60846,0.0,55.0,40.0,10.0,1.0,false
333,1168.6642,781.8014,0.0,55.0,40.0,10.0,1.0,true
334,318.37576,608.4935,0.0,55.0,40.0,10.0,1.0,false
335,1003.3618,323.1769,0.0,55.0,40.0,10.0,1.0,true
336,361.18515,416.65717,0.0,55.0,40.0,10.0,1.0,false
337,720.7236,292.04398,0.0,55.0,40.0,10.0,1.0,false
338,1369.8114,490.2727,0.0,55.0,40.0,10.0,1.0,false
339,1589.3531,375.82175,0.0,55.0,40.0,10.0,1.0,false
340,412.48773,957.8374,0.0,55.0,40.0,10.0,1.0,true
341,1193.7998,916.85004,0.0,55.0,40.0,10.0,1.0,true
342,1405.4583,827.8161,0.0,55.0,40.0,10.0,1.0,false
343,1422.1759,788.119,0.0,55.0,40.0,10.0,1.0,false
344,844.7362,428.03812,0.0,55.0,40.0,10.0,1.0,true
345,707.60394,246.98029,0.0,55.0,40.0,10.0,1.0,false
346,1387.1205,864.04346,0.0,55.0,40.0,10.0,1.0,false
347,630.26416,916.1701,0.0,55.0,40.0,10.0,1.0,false
348,761.0513,134.75926,0.0,55.0,40.0,10.0,1.0,true
349,1615.147,448.7958,0.0,55.0,40.0,10.0,1.0,true
350,623.37164,214.89961,0.0,55.0,40.0,10.0,1.0,true
351,433.58807,671.48157,0.0,55.0,40.0,10.0,1.0,true
352,275.58295,600.5224,0.0,55.0,40.0,10.0,1.0,true
353,754.09503,264.07443,0.0,55.0,40.0,10.0,1.0,false
354,1383.7224,441.78583,0.0,55.0,40.0,10.0,1.0,false
355,1000.30884,636.0979,0.0,55.0,40.0,10.0,1.0,false
356,1268.3839,441.2175,0.0,55.0,40.0,10.0,1.0,true
357,1073.141,284.9861,0.0,55.0,40.0,10.0,1.0,true
358,649.0765,134.61833,0.0,55.0,40.0,10.0,1.0,true
