1,640,358,0,10,1
2,636,200,0,10,1
3,758,319,0,10,1
4,759,397,0,10,1
5,757,473,0,10,1
6,878,598,0,10,1
7,1002,475,0,10,1
8,867,199,0,10,1
9,788,239,0,10,1
10,951,548,0,10,1
11,1079,284,0,10,1
12,1078,359,0,10,1
13,1080,438,0,10,1
14,1077,513,0,10,1
15,1078,598,0,10,1
16,1159,601,0,10,1
17,1235,596,0,10,1
18,1318,596,0,10,1
19,1155,199,0,10,1
20,1238,199,0,10,1
21,637,236,0,10,1
22,823,208,0,10,1
23,906,211,0,10,1
24,974,269,0,10,1
25,759,356,0,10,1
26,995,350,0,10,1
27,759,433,0,10,1
28,998,432,0,10,1
29,978,516,0,10,1
30,1078,240,0,10,1
31,1114,199,0,10,1
32,1275,198,0,10,1
33,1078,396,0,10,1
34,1121,395,0,10,1
35,1161,391,0,10,1
36,1193,392,0,10,1
37,1225,392,0,10,1
38,1079,199,0,10,1
39,1081,472,0,10,1
40,1080,550,0,10,1
41,1120,600,0,10,1
42,1195,599,0,10,1
43,1270,596,0,10,1
44,1439,562,0,10,1
45,1480,597,0,10,1
46,1559,598,0,10,1
47,1520,596,0,10,1
48,1601,597,0,10,1
49,1637,598,0,10,1
50,1443,280,0,10,1
51,1441,239,0,10,1
52,1439,319,0,10,1
53,1442,359,0,10,1
54,1441,401,0,10,1
55,1437,437,0,10,1
56,1440,480,0,10,1
57,1443,517,0,10,1
58,1442,599,0,10,1
59,1438,198,0,10,1
60,637,279,0,10,1
61,638,319,0,10,1
62,637,399,0,10,1
63,638,439,0,10,1
64,638,477,0,10,1
65,640,518,0,10,1
66,639,562,0,10,1
67,638,599,0,10,1
68,772,274,0,10,1
69,276,240,0,10,1
70,597,560,0,10,1
71,559,521,0,10,1
72,316,279,0,10,1
73,238,201,0,10,1
74,239,243,0,10,1
75,239,279,0,10,1
76,238,320,0,10,1
77,236,356,0,10,1
78,236,399,0,10,1
79,241,441,0,10,1
80,243,481,0,10,1
81,242,518,0,10,1
82,242,561,0,10,1
83,942,237,0,10,1
84,1196,197,0,10,1
85,984,307,0,10,1
86,770,515,0,10,1
87,827,580,0,10,1
88,791,552,0,10,1
89,923,581,0,10,1
90,996,392,0,10,1
91,239,600,0,10,1
92,1080,322,0,10,1
93,386,348,0,10,1
94,347,312,0,10,1
95,448,415,0,10,1
96,417,379,0,10,1
97,486,450,0,10,1
98,520,485,0,10,1
