69,240.0,237.0,0.0,10.0,1.0
72,264.0,216.0,0.0,10.0,1.0
94,306.0,200.0,0.0,10.0,1.0
100,209.0,269.0,0.0,10.0,1.0
101,349.0,197.0,0.0,10.0,1.0
102,386.0,198.0,0.0,10.0,1.0
103,408.0,222.0,0.0,10.0,1.0
104,441.0,259.0,0.0,10.0,1.0
105,449.0,325.0,0.0,10.0,1.0
106,439.0,375.0,0.0,10.0,1.0
107,412.0,409.0,0.0,10.0,1.0
108,385.0,428.0,0.0,10.0,1.0
109,358.0,448.0,0.0,10.0,1.0
110,333.0,468.0,0.0,10.0,1.0
111,283.0,494.0,0.0,10.0,1.0
112,260.0,522.0,0.0,10.0,1.0
113,241.0,556.0,0.0,10.0,1.0
114,214.0,579.0,0.0,10.0,1.0
115,205.0,620.0,0.0,10.0,1.0
116,252.0,623.0,0.0,10.0,1.0
117,293.0,626.0,0.0,10.0,1.0
118,338.0,627.0,0.0,10.0,1.0
119,383.0,623.0,0.0,10.0,1.0
120,423.0,625.0,0.0,10.0,1.0
121,454.0,626.0,0.0,10.0,1.0
122,483.0,625.0,0.0,10.0,1.0
123,451.0,288.0,0.0,10.0,1.0
124,639.0,202.0,0.0,10.0,1.0
125,590.0,212.0,0.0,10.0,1.0
126,563.0,233.0,0.0,10.0,1.0
127,546.0,263.0,0.0,10.0,1.0
128,524.0,305.0,0.0,10.0,1.0
129,524.0,345.0,0.0,10.0,1.0
130,511.0,380.0,0.0,10.0,1.0
132,500.0,414.0,0.0,10.0,1.0
133,499.0,457.0,0.0,10.0,1.0
134,505.0,491.0,0.0,10.0,1.0
135,510.0,519.0,0.0,10.0,1.0
136,524.0,546.0,0.0,10.0,1.0
137,540.0,571.0,0.0,10.0,1.0
138,569.0,596.0,0.0,10.0,1.0
139,588.0,607.0,0.0,10.0,1.0
140,643.0,629.0,0.0,10.0,1.0
141,613.0,623.0,0.0,10.0,1.0
142,679.0,614.0,0.0,10.0,1.0
143,705.0,598.0,0.0,10.0,1.0
144,734.0,570.0,0.0,10.0,1.0
145,750.0,533.0,0.0,10.0,1.0
146,762.0,496.0,0.0,10.0,1.0
147,688.0,197.0,0.0,10.0,1.0
148,715.0,216.0,0.0,10.0,1.0
149,748.0,280.0,0.0,10.0,1.0
150,728.0,247.0,0.0,10.0,1.0
151,767.0,322.0,0.0,10.0,1.0
152,777.0,359.0,0.0,10.0,1.0
153,780.0,402.0,0.0,10.0,1.0
154,781.0,437.0,0.0,10.0,1.0
155,776.0,473.0,0.0,10.0,1.0
156,811.0,217.0,0.0,10.0,1.0
157,846.0,196.0,0.0,10.0,1.0
158,887.0,187.0,0.0,10.0,1.0
159,923.0,186.0,0.0,10.0,1.0
160,987.0,191.0,0.0,10.0,1.0
161,953.0,185.0,0.0,10.0,1.0
162,1010.0,212.0,0.0,10.0,1.0
163,1031.0,241.0,0.0,10.0,1.0
167,1032.0,272.0,0.0,10.0,1.0
168,1022.0,301.0,0.0,10.0,1.0
169,1010.0,332.0,0.0,10.0,1.0
170,988.0,385.0,0.0,10.0,1.0
171,955.0,434.0,0.0,10.0,1.0
172,929.0,450.0,0.0,10.0,1.0
173,914.0,462.0,0.0,10.0,1.0
174,895.0,492.0,0.0,10.0,1.0
175,873.0,519.0,0.0,10.0,1.0
176,847.0,546.0,0.0,10.0,1.0
177,825.0,581.0,0.0,10.0,1.0
178,806.0,623.0,0.0,10.0,1.0
179,851.0,622.0,0.0,10.0,1.0
180,882.0,624.0,0.0,10.0,1.0
181,922.0,623.0,0.0,10.0,1.0
182,962.0,623.0,0.0,10.0,1.0
183,998.0,619.0,0.0,10.0,1.0
184,1054.0,625.0,0.0,10.0,1.0
196,1123.0,622.0,0.0,10.0,1.0
197,1160.0,622.0,0.0,10.0,1.0
198,1194.0,620.0,0.0,10.0,1.0
199,1218.0,615.0,0.0,10.0,1.0
200,1244.0,615.0,0.0,10.0,1.0
201,1277.0,616.0,0.0,10.0,1.0
202,1312.0,614.0,0.0,10.0,1.0
203,1216.0,584.0,0.0,10.0,1.0
204,1213.0,541.0,0.0,10.0,1.0
205,1210.0,492.0,0.0,10.0,1.0
206,1209.0,464.0,0.0,10.0,1.0
207,1203.0,427.0,0.0,10.0,1.0
208,1203.0,398.0,0.0,10.0,1.0
209,1199.0,357.0,0.0,10.0,1.0
210,1200.0,322.0,0.0,10.0,1.0
211,1198.0,272.0,0.0,10.0,1.0
212,1197.0,226.0,0.0,10.0,1.0
213,1194.0,184.0,0.0,10.0,1.0
216,1152.0,208.0,0.0,10.0,1.0
217,1127.0,242.0,0.0,10.0,1.0
220,1452.0,123.0,0.0,10.0,1.0
221,1452.0,176.0,0.0,10.0,1.0
222,1450.0,274.0,0.0,10.0,1.0
223,1453.0,317.0,0.0,10.0,1.0
224,1459.0,363.0,0.0,10.0,1.0
225,1459.0,404.0,0.0,10.0,1.0
226,1459.0,441.0,0.0,10.0,1.0
227,1462.0,485.0,0.0,10.0,1.0
229,1432.0,596.0,0.0,10.0,1.0
230,1455.0,568.0,0.0,10.0,1.0
232,1491.0,567.0,0.0,10.0,1.0
233,1515.0,598.0,0.0,10.0,1.0
234,1493.0,629.0,0.0,10.0,1.0
235,1453.0,631.0,0.0,10.0,1.0
240,1451.0,224.0,0.0,10.0,1.0
